0			0.0063641
0.02			0.0127031
0.04			0.0189919
0.06			0.0252058
0.08			0.0313203
0.1			0.0373111
0.12			0.0431547
0.14			0.0488279
0.16			0.0543085
0.18			0.0595747
0.2			0.0646058
0.22			0.0693819
0.24			0.0738843
0.26			0.078095
0.28			0.0819975
0.3			0.0855765
0.32			0.0888176
0.34			0.0917083
0.36			0.0942371
0.38			0.0963939
0.4			0.0981703
0.42			0.0995593
0.44			0.100555
0.46			0.101155
0.48			0.101355
0.5			0.101155
0.52			0.100555
0.54			0.0995593
0.56			0.0981703
0.58			0.0963939
0.6			0.0942371
0.62			0.0917083
0.64			0.0888176
0.66			0.0855765
0.68			0.0819975
0.7			0.078095
0.72			0.0738843
0.74			0.0693819
0.76			0.0646058
0.78			0.0595747
0.8			0.0543085
0.82			0.0488279
0.84			0.0431547
0.86			0.0373111
0.88			0.0313203
0.9			0.0252058
0.92			0.0189919
0.94			0.0127031
0.96			0.0063641
