+0.0000000000000e+00 +2.6722316683079e-02 +5.3366793251850e-02 +7.9854642016840e-02 +1.0610516530577e-01 +1.3203476280938e-01 +1.5755589204841e-01 +1.8257596335804e-01 +2.0699614786634e-01 +2.3071007277482e-01 +2.5360237238303e-01 +2.7554705506562e-01 +2.9640563480962e-01 +3.1602495944171e-01 +3.3423464400285e-01 +3.5084398324001e-01 +3.6563816609460e-01 +3.7837353788899e-01 +3.8877153663283e-01 +3.9651074055618e-01 +4.0121615401976e-01 +4.0244433266231e-01 +3.9966201596627e-01 +3.9221419702187e-01 +3.7927412022373e-01 +3.5976040042128e-01 +3.3218966162880e-01 +2.9439072210542e-01 +2.4288834046903e-01 +1.7140110080854e-01 +6.6666666666667e-02 
+0.0000000000000e+00 +2.6722316683079e-02 +5.3366793251850e-02 +7.9854642016840e-02 +1.0610516530577e-01 +1.3203476280938e-01 +1.5755589204841e-01 +1.8257596335804e-01 +2.0699614786634e-01 +2.3071007277482e-01 +2.5360237238303e-01 +2.7554705506562e-01 +2.9640563480962e-01 +3.1602495944171e-01 +3.3423464400285e-01 +3.5084398324001e-01 +3.6563816609460e-01 +3.7837353788899e-01 +3.8877153663283e-01 +3.9651074055618e-01 +4.0121615401976e-01 +4.0244433266231e-01 +3.9966201596627e-01 +3.9221419702187e-01 +3.7927412022373e-01 +3.5976040042128e-01 +3.3218966162880e-01 +2.9439072210542e-01 +2.4288834046903e-01 +1.7140110080854e-01 +6.6666666666667e-02 
+0.0000000000000e+00 +2.6800156797386e-02 +5.3523421055633e-02 +8.0091967492894e-02 +1.0642609109110e-01 +1.3244323107397e-01 +1.5805694997780e-01 +1.8317585015936e-01 +2.0770240746617e-01 +2.3153169807509e-01 +2.5454998930864e-01 +2.7663315800421e-01 +2.9764488992154e-01 +3.1743459951265e-01 +3.3583498932683e-01 +3.5265913962257e-01 +3.6769697715481e-01 +3.8071091093954e-01 +3.9143033145331e-01 +3.9954453101596e-01 +4.0469338884079e-01 +4.0645482800091e-01 +4.0432751821462e-01 +3.9770645487560e-01 +3.8584776322805e-01 +3.6781741941131e-01 +3.4241786235971e-01 +3.0809416421842e-01 +2.6287319849313e-01 +2.0464829528993e-01 +1.3333333333333e-01 
+0.0000000000000e+00 +2.6954889450832e-02 +5.3834766680400e-02 +8.0563715808007e-02 +1.0706400049175e-01 +1.3325512041762e-01 +1.5905282662945e-01 +1.8436807983545e-01 +2.0910593376387e-01 +2.3316432275072e-01 +2.5643272877225e-01 +2.7879069772103e-01 +3.0010616735968e-01 +3.2023355936052e-01 +3.3901157416927e-01 +3.5626060876863e-01 +3.7177969196252e-01 +3.8534279726105e-01 +3.9669434722492e-01 +4.0554366321356e-01 +4.1155804232651e-01 +4.1435407228594e-01 +4.1348677401568e-01 +4.0843634103788e-01 +3.9859305840156e-01 +3.8324365163620e-01 +3.6157020418031e-01 +3.3269487391540e-01 +2.9586199399515e-01 +2.5098554852472e-01 +2.0000000000000e-01 
+0.0000000000000e+00 +2.7184634325540e-02 +5.4297040407130e-02 +8.1264128566984e-02 +1.0801107465027e-01 +1.3446042347531e-01 +1.6053115628691e-01 +1.8613770878913e-01 +2.1118892500315e-01 +2.3558693039167e-01 +2.5922590530860e-01 +2.8199073674800e-01 +3.0375552243563e-01 +3.2438189640048e-01 +3.4371713922108e-01 +3.6159202932015e-01 +3.7781838466562e-01 +3.9218623891720e-01 +4.0446059697177e-01 +4.1437773228684e-01 +4.2164104496575e-01 +4.2591664480065e-01 +4.2682916452429e-01 +4.2395907685868e-01 +4.1684447770410e-01 +4.0499392455161e-01 +3.8792442880995e-01 +3.6525313326773e-01 +3.3689435504735e-01 +3.0343190481379e-01 +2.6666666666667e-01 
+0.0000000000000e+00 +2.7486607444200e-02 +5.4904632055594e-02 +8.2184683402526e-02 +1.0925574606705e-01 +1.3604434254642e-01 +1.6247366625377e-01 +1.8846267403100e-01 +2.1392512706794e-01 +2.3876856850420e-01 +2.6289322532249e-01 +2.8619082152673e-01 +3.0854328923435e-01 +3.2982136458468e-01 +3.4988305699444e-01 +3.6857198462526e-01 +3.8571557846260e-01 +4.0112317677035e-01 +4.1458406945813e-01 +4.2586562399628e-01 +4.3471176044901e-01 +4.4084229742662e-01 +4.4395416242216e-01 +4.4372632416844e-01 +4.3983185100454e-01 +4.3196314005620e-01 +4.1988045324012e-01 +4.0349887529823e-01 +3.8303038811273e-01 +3.5918104901643e-01 +3.3333333333333e-01 
+0.0000000000000e+00 +2.7857163395666e-02 +5.5650196968522e-02 +8.3314226920473e-02 +1.1078288366899e-01 +1.3798753438955e-01 +1.6485649215074e-01 +1.9131419401316e-01 +2.1728034073342e-01 +2.4266899123469e-01 +2.6738760595044e-01 +2.9133603480207e-01 +3.1440544839038e-01 +3.3647721570944e-01 +3.5742173954675e-01 +3.7709727372386e-01 +3.9534876778918e-01 +4.1200682024349e-01 +4.2688688009411e-01 +4.3978893379112e-01 +4.5049807540740e-01 +4.5878662203466e-01 +4.6441886356928e-01 +4.6716020638840e-01 +4.6679346208941e-01 +4.6314633142854e-01 +4.5613536879612e-01 +4.4583152657233e-01 +4.3254727308890e-01 +4.1692856980586e-01 +4.0000000000000e-01 
+0.0000000000000e+00 +2.8291849169941e-02 +5.6524765502355e-02 +8.4639143641851e-02 +1.1257402729890e-01 +1.4026641919205e-01 +1.6765057394649e-01 +1.9465726913748e-01 +2.2121305061790e-01 +2.4723944975069e-01 +2.7265217244250e-01 +2.9736026334074e-01 +3.2126525381566e-01 +3.4426031031597e-01 +3.6622941175924e-01 +3.8704660293426e-01 +4.0657539872675e-01 +4.2466845632030e-01 +4.4116769688371e-01 +4.5590515566669e-01 +4.6870498535482e-01 +4.7938725173533e-01 +4.8777446343192e-01 +4.9370217572644e-01 +4.9703545953617e-01 +4.9769335477244e-01 +4.9568316394347e-01 +4.9114458910608e-01 +4.8439860786468e-01 +4.7598595711812e-01 +4.6666666666667e-01 
+0.0000000000000e+00 +2.8785467781745e-02 +5.7517872229104e-02 +8.6143554845682e-02 +1.1460766269269e-01 +1.4285354113326e-01 +1.7082211530568e-01 +1.9845125797237e-01 +2.2567514284999e-01 +2.5242358470769e-01 +2.7862137072814e-01 +3.0418759230273e-01 +3.2903499321553e-01 +3.5306935997953e-01 +3.7618899423998e-01 +3.9828432752720e-01 +4.1923776786327e-01 +4.3892390942726e-01 +4.5721029545375e-01 +4.7395900663711e-01 +4.8902945860987e-01 +5.0228293611992e-01 +5.1358956269661e-01 +5.2283857354930e-01 +5.2995284555637e-01 +5.3490846418160e-01 +5.3775934309923e-01 +5.3866505804385e-01 +5.3791661214563e-01 +5.3594998413526e-01 +5.3333333333333e-01 
+0.0000000000000e+00 +2.9332149727934e-02 +5.8617700786634e-02 +8.7809540819082e-02 +1.1685952749293e-01 +1.4571796734261e-01 +1.7433308817060e-01 +2.0265050459633e-01 +2.3061267810202e-01 +2.5815837550193e-01 +2.8522213345962e-01 +3.1173374192652e-01 +3.3761776676420e-01 +3.6279314214666e-01 +3.8717287769393e-01 +4.1066394507130e-01 +4.3316743577188e-01 +4.5457911807170e-01 +4.7479056886691e-01 +4.9369111681815e-01 +5.1117090632761e-01 +5.2712547143785e-01 +5.4146227768532e-01 +5.5410971021776e-01 +5.6502888495843e-01 +5.7422831329833e-01 +5.8178068622802e-01 +5.8783968782444e-01 +5.9265279853873e-01 +5.9656403394395e-01 +6.0000000000000e-01 
