+0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 
+0.0000000000000e+00 -6.7723604502135e-15 -2.2204460492503e-15 +5.1070259132757e-15 +2.2204460492503e-16 -2.2204460492503e-16 +5.7731597280508e-15 +1.3322676295502e-15 -4.4408920985006e-16 +5.3290705182008e-15 +1.0924594562312e-13 +1.7763568394003e-15 +8.8817841970013e-16 +3.5527136788005e-15 +4.4408920985006e-15 -2.6645352591004e-15 +2.2204460492503e-16 +6.4392935428259e-15 -3.6637359812630e-15 -2.6090241078691e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +1.5543122344752e-15 +6.2172489379009e-15 -4.4408920985006e-16 +1.2878587085652e-14 -3.1086244689504e-15 -3.5527136788005e-15 +1.2434497875802e-14 +1.3322676295502e-14 -1.6875389974302e-14 +1.6164847238542e-13 +3.5527136788005e-15 -1.0658141036402e-14 -9.7699626167014e-15 +1.7763568394003e-15 +1.6875389974302e-14 -1.1546319456102e-14 +0.0000000000000e+00 -1.7763568394003e-15 +7.2164496600635e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +6.6613381477509e-16 -3.9968028886506e-15 -1.7763568394003e-15 -7.9936057773011e-15 -4.4408920985006e-15 +7.1054273576010e-15 -5.3290705182008e-15 -1.7763568394003e-15 +1.5987211554602e-14 +8.2600593032112e-13 +1.8651746813703e-14 +7.9936057773011e-15 -1.2434497875802e-14 -2.6645352591004e-15 +1.7763568394003e-15 -5.3290705182008e-15 -7.5495165674511e-15 +1.7763568394003e-15 -7.9936057773011e-15 +0.0000000000000e+00 
+0.0000000000000e+00 -4.2188474935756e-15 -2.2204460492503e-15 -2.6645352591004e-15 -1.7763568394003e-15 +0.0000000000000e+00 +4.4408920985006e-15 -1.7763568394003e-15 +3.5527136788005e-15 -7.1054273576010e-15 -2.0961010704923e-13 +1.7763568394003e-15 +7.1054273576010e-15 -1.7763568394003e-15 +8.8817841970013e-16 +3.5527136788005e-15 +5.3290705182008e-15 +5.3290705182008e-15 +1.7763568394003e-15 +1.1102230246252e-15 +0.0000000000000e+00 
+0.0000000000000e+00 -8.4376949871512e-15 -4.4408920985006e-15 +2.6645352591004e-15 -8.8817841970013e-16 +1.7763568394003e-15 +1.7763568394003e-15 +0.0000000000000e+00 -8.8817841970013e-15 -1.5987211554602e-14 -1.1048939541070e-12 -1.7763568394003e-15 +0.0000000000000e+00 +1.7763568394003e-15 +1.0658141036402e-14 -1.7763568394003e-15 +6.2172489379009e-15 +8.8817841970013e-15 -4.8849813083507e-15 +3.5527136788005e-15 +0.0000000000000e+00 
+0.0000000000000e+00 -8.8817841970013e-16 -1.0214051826551e-14 +7.1054273576010e-15 -1.1546319456102e-14 +5.3290705182008e-15 +1.9539925233403e-14 -1.7763568394003e-14 -5.3290705182008e-15 +7.1054273576010e-15 +1.0480505352461e-12 +1.5987211554602e-14 +5.3290705182008e-15 +7.1054273576010e-15 +8.8817841970013e-15 -1.4210854715202e-14 +6.2172489379009e-15 +2.6645352591004e-15 -7.1054273576010e-15 -1.3322676295502e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +4.4408920985006e-16 +2.6645352591004e-15 +8.8817841970013e-16 -1.7763568394003e-15 -1.7763568394003e-15 -3.5527136788005e-15 +3.5527136788005e-15 +3.5527136788005e-15 -7.1054273576010e-15 -3.1619151741324e-13 -1.0658141036402e-14 +1.7763568394003e-15 +1.7763568394003e-15 -1.7763568394003e-15 +1.7763568394003e-15 +0.0000000000000e+00 -1.7763568394003e-15 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 
+0.0000000000000e+00 -4.8849813083507e-15 -8.8817841970013e-16 -8.8817841970013e-16 -3.5527136788005e-15 +8.8817841970013e-15 +1.7763568394003e-15 -7.1054273576010e-15 -5.3290705182008e-15 -1.9539925233403e-14 +7.9580786405131e-13 +3.5527136788005e-15 +0.0000000000000e+00 -3.5527136788005e-15 +5.3290705182008e-15 +1.7763568394003e-15 -8.8817841970013e-15 +7.1054273576010e-15 -1.7763568394003e-15 +8.8817841970013e-16 +0.0000000000000e+00 
+0.0000000000000e+00 +0.0000000000000e+00 +8.8817841970013e-15 +8.8817841970013e-16 +5.3290705182008e-15 +0.0000000000000e+00 -5.3290705182008e-15 +1.7763568394003e-15 -8.8817841970013e-15 +2.1316282072803e-14 +1.1191048088222e-12 -1.4210854715202e-14 +1.4210854715202e-14 +7.1054273576010e-15 -7.1054273576010e-15 +3.5527136788005e-15 +8.8817841970013e-15 -2.6645352591004e-15 +5.3290705182008e-15 +2.6645352591004e-15 +0.0000000000000e+00 
