+0.0000000000000e+00 +2.1627144519698e-13 +1.0658141036402e-13 +8.4998674765302e-13 -1.2434497875802e-13 -1.0480505352461e-12 +7.4962258622691e-13 +7.2830630415410e-14 +3.5527136788005e-13 +2.7178259642824e-13 -1.6000000000000e+03 -2.6929569685308e-12 -1.4210854715202e-13 +9.9475983006414e-13 -7.9936057773011e-14 +5.3290705182008e-14 -2.4691360067663e-13 +6.0218496855668e-13 +3.3750779948605e-14 -3.2240876635115e-13 +0.0000000000000e+00 
+0.0000000000000e+00 +5.7731597280508e-15 +5.3290705182008e-15 +8.8817841970013e-16 +5.3290705182008e-15 +3.5527136788005e-15 -3.5527136788005e-15 +1.7763568394003e-15 +0.0000000000000e+00 -7.1054273576010e-15 -2.4584778657299e-12 -1.7763568394003e-15 -8.8817841970013e-15 +1.7763568394003e-15 +0.0000000000000e+00 +3.5527136788005e-15 +1.7763568394003e-15 +0.0000000000000e+00 -6.2172489379009e-15 -3.9968028886506e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +2.6645352591004e-15 -4.4408920985006e-15 -5.3290705182008e-15 +1.0658141036402e-14 +3.5527136788005e-15 +5.3290705182008e-15 +0.0000000000000e+00 -8.8817841970013e-15 +0.0000000000000e+00 -5.4001247917768e-13 +7.1054273576010e-15 -7.1054273576010e-15 -5.3290705182008e-15 +7.1054273576010e-15 -8.8817841970013e-15 -7.1054273576010e-15 +0.0000000000000e+00 -4.4408920985006e-15 -1.3322676295502e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +1.7763568394003e-15 +6.2172489379009e-15 -5.3290705182008e-15 -3.5527136788005e-15 -1.7763568394003e-15 +3.5527136788005e-15 -1.7763568394003e-15 -5.3290705182008e-15 +8.8817841970013e-15 +1.7230661342182e-12 -1.7763568394003e-15 -5.3290705182008e-15 +7.1054273576010e-15 -5.3290705182008e-15 -5.3290705182008e-15 -1.7763568394003e-15 -2.6645352591004e-15 -1.7763568394003e-15 -7.9936057773011e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +8.8817841970013e-15 +0.0000000000000e+00 +0.0000000000000e+00 -5.3290705182008e-15 +8.8817841970013e-15 +3.5527136788005e-15 -1.2434497875802e-14 +0.0000000000000e+00 +1.7763568394003e-15 -2.7355895326764e-13 +1.7763568394003e-14 +1.7763568394003e-15 +1.5987211554602e-14 -3.5527136788005e-15 -8.8817841970013e-15 +7.1054273576010e-15 +6.2172489379009e-15 -9.7699626167014e-15 -4.4408920985006e-16 +0.0000000000000e+00 
+0.0000000000000e+00 +9.7699626167014e-15 -1.3322676295502e-15 +8.8817841970013e-16 -1.7763568394003e-15 +7.9936057773011e-15 -5.3290705182008e-15 +0.0000000000000e+00 -3.5527136788005e-15 +3.5527136788005e-15 +6.0396132539609e-14 -7.1054273576010e-15 -7.1054273576010e-15 +0.0000000000000e+00 -1.7763568394003e-15 +6.2172489379009e-15 -2.0428103653103e-14 -9.7699626167014e-15 -4.4408920985006e-15 -8.4376949871512e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +0.0000000000000e+00 -9.7699626167014e-15 +4.4408920985006e-15 +5.3290705182008e-15 +8.8817841970013e-16 +8.8817841970013e-15 +1.7763568394003e-15 -7.1054273576010e-15 +1.0658141036402e-14 -2.2737367544323e-13 -1.9539925233403e-14 -7.1054273576010e-15 +7.1054273576010e-15 +8.8817841970013e-15 -1.5987211554602e-14 -1.7763568394003e-15 -1.7763568394003e-15 -5.7731597280508e-15 +4.4408920985006e-15 +0.0000000000000e+00 
+0.0000000000000e+00 -3.5527136788005e-15 +5.3290705182008e-15 -4.8849813083507e-15 -6.2172489379009e-15 +5.3290705182008e-15 -1.0658141036402e-14 +4.4408920985006e-15 +3.5527136788005e-15 +0.0000000000000e+00 +5.7909232964448e-13 -8.8817841970013e-15 -4.4408920985006e-15 +7.9936057773011e-15 +0.0000000000000e+00 -7.1054273576010e-15 -3.5527136788005e-15 +2.6645352591004e-15 +5.3290705182008e-15 +2.8865798640254e-15 +0.0000000000000e+00 
+0.0000000000000e+00 -6.7723604502135e-15 +1.3322676295502e-15 -7.9936057773011e-15 +6.6613381477509e-15 -4.4408920985006e-15 -1.0658141036402e-14 +1.4210854715202e-14 +6.2172489379009e-15 -2.6645352591004e-14 -3.3750779948605e-14 -2.2204460492503e-14 +0.0000000000000e+00 -1.4210854715202e-14 +0.0000000000000e+00 +2.2204460492503e-15 -9.3258734068513e-15 -3.5527136788005e-15 +3.5527136788005e-15 -1.1102230246252e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +4.1078251911131e-15 -4.9960036108132e-15 +3.9968028886506e-15 -5.9952043329758e-15 -4.4408920985006e-15 +0.0000000000000e+00 -4.8849813083507e-15 -7.1054273576010e-15 -8.4376949871512e-15 -2.0072832285223e-13 +9.7699626167014e-15 -2.6645352591004e-15 +1.3322676295502e-15 +3.9968028886506e-15 +8.8817841970013e-16 -7.7715611723761e-15 +5.5511151231258e-15 -5.5511151231258e-15 +1.8318679906315e-15 +0.0000000000000e+00 
+0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 
