+0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 +0.0000000000000e+00 
+0.0000000000000e+00 +1.5903217568030e+16 +3.0497350741043e+15 -1.1905979174911e+14 +1.9158158179168e+15 +3.7822591393146e+11 +2.8729320400078e+13 -1.8514865089634e+12 -1.0233653833569e+15 -4.8671281243980e+13 -1.2526813811274e+28 -6.1669108450695e+12 +5.4844675389871e+12 +1.8828543951102e+14 -2.7014560407425e+11 -1.4054391360223e+13 -4.4600780174845e+14 +1.1709607725444e+12 +1.4730540931758e+12 -3.8076301673072e+11 +2.8155985707944e+11 -1.3803362218063e+12 +2.3214056408859e+11 +1.2067755047638e+12 +2.8974547057405e+12 -5.4205630732958e+11 -5.7249047215901e+12 +4.3992333634718e+11 -4.1736390955759e+10 +1.2204935762750e+11 +2.3402220986288e+12 +1.4068058538417e+12 +1.8323672861254e+14 +3.3096898270823e+12 -3.0287373087209e+12 +1.6326850798212e+12 -2.4353664576324e+11 +2.1328448415685e+12 -2.1713855658339e+11 -4.3191887594798e+11 -1.3701959235429e+11 +9.5755028929310e+11 +4.9583599582245e+11 -3.9494950303349e+12 +1.8751649884936e+11 -7.2721268067893e+13 +7.4962614148370e+11 -4.8336271138347e+11 -9.4556499711862e+10 +3.1112704383173e+10 
+0.0000000000000e+00 +8.6658509841529e+15 +6.5670002892858e+15 +1.0212117426888e+14 -5.2938797512753e+14 -2.2339701323352e+12 +1.2512381270621e+13 -1.2199669098792e+12 -5.7542171209515e+13 -2.0135108003948e+13 +1.4111265007043e+14 +7.6574024923887e+11 -4.3820764003095e+12 -1.1229586177331e+13 +6.6774923274089e+10 -3.4206146434964e+12 +2.2397183563088e+14 -1.6373963414278e+12 -1.4063548660892e+12 -1.7905912505506e+11 +4.7283536895284e+10 +9.8218099445284e+11 +1.4427685840295e+11 -3.3213205924709e+11 +3.4211103557035e+11 -3.4905116609217e+12 +6.5399596912477e+11 -1.1864094261975e+11 +8.6507300181079e+10 +6.4250096223892e+11 +1.7790368810409e+11 -3.4182790596335e+12 -1.3433969932182e+13 +1.4578746151700e+12 +9.4645325600391e+11 -3.7481765760472e+10 +5.9872521206502e+11 -1.8807281950132e+12 -3.3445400118239e+09 -3.7386061281882e+10 +2.9015710462385e+10 -6.2235602145600e+10 -2.6153738939487e+10 -5.5496316227842e+11 -5.0289415029151e+10 +1.1128351648289e+13 -3.1368782233921e+10 -1.2073016657791e+10 -2.1951426910419e+11 +1.1478449359508e+09 
+0.0000000000000e+00 +2.4939353795367e+13 -3.0840424568962e+14 +6.7829813976088e+13 -1.2749516658863e+14 +1.9717789492014e+13 -1.6217569646742e+13 -1.0224581878484e+13 -4.2739141567794e+14 -4.8173708992853e+13 -3.9780583775450e+28 -1.9653625364871e+13 -1.5899578085041e+13 +3.1579788930228e+14 +8.8455536707734e+11 -5.2058345928684e+13 -1.5514312524869e+14 +1.7167329711935e+10 +1.6663280022482e+13 -1.6272484012467e+12 +2.8706686863849e+12 -3.5903904066579e+12 +1.2415143269278e+12 +5.5500650354614e+12 +1.2327668975225e+13 +6.9665519436799e+12 -1.0929743157617e+13 +1.5752780003971e+12 -8.6165563344102e+11 -5.2253262908537e+11 +8.0759255624833e+12 +1.3880896941768e+12 +3.1471849881092e+14 +6.3672722684932e+12 -1.2527525605566e+13 +4.7911397038483e+12 -1.4629555042892e+11 +9.0977506098559e+12 -7.2188105582724e+11 -1.4967550476878e+12 -2.1566915467966e+11 +2.9015747644490e+12 +1.7754332702692e+12 -9.1011894967591e+12 +6.2732920873398e+11 -2.3045346583807e+14 +2.5333242794921e+12 -2.7895486424681e+12 -6.3070101464020e+11 -1.2700900042287e+10 
+0.0000000000000e+00 +1.1982310945981e+15 +7.5955665996559e+14 -1.7378109207363e+13 -3.0065784456971e+15 -3.6708808975153e+12 -6.0371385288016e+12 +2.4141280333350e+12 -4.6033736967612e+14 -3.4048272752671e+13 +3.8975905054995e+14 -1.1021574566097e+12 -8.1565352310189e+12 -2.5679346278420e+13 -3.9451666239874e+11 -4.1018115685873e+11 +9.8160174416231e+13 -2.4637669450819e+11 -7.5981539637541e+10 -2.8812566239179e+10 -8.5960434984422e+09 +6.7405761676623e+11 -1.5166835854490e+11 -5.1660017320570e+10 -7.0540742053762e+11 -2.1597480765152e+12 -5.7453696721228e+12 -1.4616202501012e+11 +9.4091937340762e+10 +7.2942372640983e+10 -1.5050704431384e+11 +2.7036280828410e+12 +1.9475811793990e+13 +7.8695322132760e+11 +3.0811221478479e+11 +1.8739805816952e+11 -5.2263187591154e+10 -2.6855789876387e+12 +4.8881082989169e+10 +1.5816883336182e+10 +3.2238775155875e+09 +8.8903882122298e+10 -1.0170513256168e+11 -3.9421587848129e+11 -3.0982530490376e+10 +1.7212241611542e+12 -5.9506993948437e+10 -1.6814475542282e+11 +2.1515576846416e+11 +1.9855536860028e+10 
+0.0000000000000e+00 -1.8481493521651e+12 -4.4077949149536e+13 +4.4716571732285e+13 -2.4358181656410e+13 +6.7059157043850e+11 -3.0120314225185e+13 -1.6690489836561e+12 -3.2156027930755e+13 +1.0544636371719e+13 -6.5631161145950e+28 -3.2633229866735e+13 -4.3247291587625e+12 +1.7745211524233e+14 +4.0722242696443e+12 -7.2013365843464e+13 -2.1198348957978e+13 +7.0098501755400e+11 +3.1899204236292e+13 -2.7817537666238e+12 +5.1058012783915e+12 -5.5306427159327e+12 +2.1579444044821e+12 +1.0220405481234e+13 +2.0061517910853e+13 +2.5395213414432e+12 -2.2064746392624e+13 +3.2130923603713e+12 -1.8383372698053e+12 -1.4287623983960e+12 +1.4077914830801e+13 -3.7076129908539e+12 +1.5712374651245e+14 +1.3233287025995e+13 -2.4237198657769e+13 +9.8230109549478e+12 -7.5562998391618e+11 +1.4227455829256e+13 -1.5143028027103e+12 -2.9379046502045e+12 -5.6610097070548e+11 +6.5902852125029e+12 +3.4221779704778e+12 -1.6419278314921e+13 +1.2080769668265e+12 -2.3759432599876e+14 +5.0081442678574e+12 -6.2328903129353e+12 -1.1816478249053e+12 -3.6680133737909e+10 
+0.0000000000000e+00 -1.7100785952427e+11 +1.3537286221115e+13 +9.2378561278909e+12 +3.4012048049586e+11 +8.8300595448426e+11 +1.4626605535827e+13 +2.8494593644520e+12 -3.3586537987307e+13 -2.1160217455340e+13 -2.9067334049875e+14 +1.1347505640133e+11 +5.4742851128242e+12 -1.8001253877906e+13 -9.3803503472332e+10 -3.3034479129112e+11 +5.6235712589203e+12 -6.3862760028963e+11 -2.0186426353539e+12 -2.1964172353486e+11 +4.7803565769985e+11 +2.0235761384343e+11 -3.6598929915962e+10 +2.9622846166719e+11 +1.8113443388021e+11 -7.0696057356881e+11 -2.7452454405774e+12 -3.5868141025225e+10 +1.5043458623764e+10 +1.8771228611026e+11 -1.3159339213520e+11 -3.7144988675068e+12 -3.2218220898290e+12 +8.3299937986757e+11 -1.2875497283952e+11 +2.1767963753810e+10 +4.2536674863161e+11 -4.8938475210753e+11 -4.2066320587084e+10 +7.5891572201538e+10 +2.9902798816509e+10 +1.6543007918511e+11 -1.1237979603504e+11 +5.9882257027520e+11 -6.9639176584733e+10 +7.0538245899765e+12 -7.6625401861942e+10 +1.3018213119042e+11 -4.1715105306858e+11 -4.7676796715627e+10 
+0.0000000000000e+00 +3.0352237851859e+10 -2.2730229241281e+13 +3.1189664904550e+13 -1.7141522166343e+13 +1.4518931481481e+13 -2.4943401750016e+13 -5.7793709361812e+12 -1.2608911906070e+13 -1.0159505192319e+13 -9.8109042199371e+28 -5.0857572026188e+13 +6.8770037504446e+12 +1.5186182831603e+14 +8.6059204192547e+12 -9.2517051919697e+13 -2.6355469980592e+13 +1.4290125005964e+12 +4.1219499416811e+13 -5.7680051932884e+12 +1.0496276882500e+13 -1.1011154658435e+13 +4.2935753276872e+12 +1.9381781118636e+13 +3.2841125604466e+13 -9.7007910725967e+11 -1.8667132276092e+13 +6.1364406555271e+12 -3.9567121831987e+12 -2.3441117703211e+12 +2.4888057710858e+13 -1.0107344233271e+12 +1.2118305623193e+14 +2.1773736357772e+13 -4.3862893663064e+13 +1.9048922876803e+13 -5.3255037516121e+11 +2.1583805596824e+13 -3.0504298584394e+12 -5.8628624898488e+12 -7.3479269308552e+11 +1.2466213886034e+13 +6.9631583926398e+12 -2.6341069146513e+13 +2.3551779284876e+12 -2.4487184905833e+14 +1.0199080498784e+13 -1.0162351370625e+13 -1.7734435882705e+12 -3.9787720658537e+10 
+0.0000000000000e+00 -4.0013940594924e+14 -1.5908717922630e+14 +5.9984760095149e+13 -5.1787954088563e+13 -5.1095383364548e+12 +4.5951731077162e+13 +7.6234304230558e+12 -1.5824097082616e+15 +2.7837484689737e+13 +6.4339906871029e+14 -3.3113153877736e+12 +1.4200030060702e+13 +2.7276104551916e+13 -2.9115111959819e+11 +3.7629372186861e+12 +8.3436148253796e+13 -1.4755525248897e+12 +2.5024343003077e+12 +6.5843164669436e+10 +6.0145349716716e+11 +1.1382352770217e+12 -2.9588119640528e+10 -2.9508656105085e+11 -1.2811311881181e+11 +8.0582309326098e+12 +2.3344860253109e+12 +3.7960405612909e+09 +3.1561332991899e+11 +5.9458694963729e+11 -1.0391255973754e+12 -2.6936364299314e+12 +1.8616584803078e+13 -9.8947455660523e+11 -7.4792925118557e+11 -1.2343387445719e+11 -4.5588923782525e+11 -6.0319956383131e+11 -4.2189829135941e+10 +7.4765116398101e+10 +4.2980217492211e+10 +3.5554960868151e+10 -1.0168972666732e+11 +7.4873692580814e+11 -3.8841896700522e+10 +8.9892134622136e+12 -1.2915004330143e+10 -1.5515474288025e+10 -3.7007169600174e+11 -8.0224950642161e+10 
+0.0000000000000e+00 -5.4866844572968e+13 -2.6388388716118e+14 +3.0669682344598e+14 -1.5598507138585e+14 +5.8212170654831e+13 -2.0075887904146e+14 -2.9558270541421e+13 -2.5505154891407e+14 -1.1016998789559e+14 -4.6667896895715e+29 -2.1594389529061e+14 -1.5875426827190e+13 +1.3726601029979e+15 +3.0931623343734e+13 -5.0307070102998e+14 -2.9674984170209e+14 -4.0033627344015e+11 +2.0303515229564e+14 -2.0865031292134e+13 +3.9254166882786e+13 -4.3518225233370e+13 +1.5342083090183e+13 +7.2208858627247e+13 +1.3768202009788e+14 -1.8646323061397e+11 -1.4714608797352e+14 +2.2018426490459e+13 -1.3409763583913e+13 -1.0141696584346e+13 +1.0310740675806e+14 -2.5225562349982e+12 +1.1921811495006e+15 +9.4155970998365e+13 -1.6696933466800e+14 +6.8284047327642e+13 -3.9983749108373e+12 +1.0083208538136e+14 -1.0528415160769e+13 -2.0623396641795e+13 -3.1154823796348e+12 +4.4891359305269e+13 +2.4614267577812e+13 -1.1138230387566e+14 +8.4145872730311e+12 -1.7669170880893e+15 +3.5250828852416e+13 -4.0111018965865e+13 -6.5872176051013e+12 -2.3237078728774e+11 
