-4.0258859077799e-01 +9.6384657082620e-17 +4.0258859077799e-01 -1.8275325117559e-16 -4.0258859077799e-01 +2.6611583637037e-18 +4.0258859077799e-01 -4.0251996887596e-16 -4.0258859077799e-01 +2.0078149969428e-15 +4.0258859077799e-01 +9.0957655291929e-16 -4.0258859077799e-01 -8.8736935137944e-16 +4.0258859077799e-01 +5.6031922273004e-16 -4.0258859077799e-01 +1.9419443259517e-15 +4.0258859077799e-01 
+9.7823641487398e-01 -3.5313374925911e-16 -9.7823641487398e-01 +4.5007907208114e-16 +9.7823641487398e-01 -1.8350403068973e-15 -9.7823641487398e-01 +9.0219673956669e-16 +9.7823641487398e-01 -3.0239221221257e-15 -9.7823641487397e-01 +1.3866077547167e-15 +9.7823641487398e-01 -1.3221888273549e-15 -9.7823641487398e-01 -1.3531483064525e-15 +9.7823641487397e-01 -1.2259524838697e-15 -9.7823641487397e-01 
-4.0582954598239e-07 -3.7236518874683e-17 +4.0582954595454e-07 +1.6790595576844e-17 -4.0582954597497e-07 -4.5799784932505e-17 +4.0582954594805e-07 +3.7178204138684e-17 -4.0582954595708e-07 -2.7319837892365e-17 +4.0582954588522e-07 +3.7831868219332e-17 -4.0582954593786e-07 -8.7949462892217e-18 +4.0582954598650e-07 +2.5087130943884e-18 -4.0582954607043e-07 -3.7689144343508e-17 +4.0582954582910e-07 
-9.7783220864663e-01 +2.0666055384288e-16 +9.7783220864663e-01 -3.5564201295679e-16 -9.7783220864663e-01 +1.7186086433453e-15 +9.7783220864663e-01 -8.8086916739450e-16 -9.7783220864663e-01 +2.9957440498679e-15 +9.7783220864663e-01 -1.3084693573515e-15 -9.7783220864663e-01 +1.2371303070897e-15 +9.7783220864663e-01 +1.3592890513580e-15 -9.7783220864663e-01 +1.2097986655625e-15 +9.7783220864663e-01 
-4.1077013794327e-13 -1.5295121588796e-18 +4.1066897871129e-13 +4.8852024914892e-17 -4.1070808036808e-13 -4.3271621950865e-17 +4.1048579905563e-13 +2.9912761593275e-17 -4.1060662660017e-13 -3.9350473958520e-17 +4.1063507984820e-13 +6.1402385049449e-17 -4.1064180057708e-13 -2.7493321635471e-17 +4.1053935691163e-13 +1.3744878665034e-17 -4.1050070270020e-13 -6.2422942476512e-18 +4.1055472160325e-13 
+9.7783220905409e-01 -3.4875201603051e-16 -9.7783220905409e-01 +4.3627834412836e-16 +9.7783220905409e-01 -1.8213804408918e-15 -9.7783220905409e-01 +9.2791252983005e-16 +9.7783220905409e-01 -3.0377100056377e-15 -9.7783220905409e-01 +1.3624512059222e-15 +9.7783220905409e-01 -1.2609949545987e-15 -9.7783220905409e-01 -1.3999541908230e-15 +9.7783220905409e-01 -1.2244962370539e-15 -9.7783220905409e-01 
-1.4317173892685e-15 -1.3096628752062e-18 +1.3381177540133e-15 -5.2024438103292e-17 -1.2368807916472e-15 +4.8528865515512e-17 +1.3632872355309e-15 -4.8283278186412e-17 -1.2948031721526e-15 +5.0398346289108e-17 +1.2845749596080e-15 -2.7400052115028e-17 -1.2992199527352e-15 +6.4253667006597e-17 +1.1780508837775e-15 -5.9819202533955e-18 -1.3943434096041e-15 -1.9495343680349e-17 +1.2657583544319e-15 
-9.7783220905409e-01 +2.6943431646040e-16 +9.7783220905409e-01 -3.5069150042846e-16 -9.7783220905409e-01 +1.7580731757776e-15 +9.7783220905409e-01 -8.8018963042098e-16 -9.7783220905409e-01 +2.9625972414459e-15 +9.7783220905408e-01 -1.3066367717837e-15 -9.7783220905408e-01 +1.2285077682563e-15 +9.7783220905409e-01 +1.4243005236199e-15 -9.7783220905408e-01 +1.1827157929606e-15 +9.7783220905408e-01 
-2.1592594633610e-15 -2.9975136056084e-17 +2.1266121998226e-15 +8.2087556859514e-18 -2.0453713890242e-15 -2.8085694601052e-17 +2.1241219570524e-15 -2.3816194849800e-18 -2.1482817542507e-15 -3.7777850127424e-17 +2.1009058960308e-15 +1.3241149153469e-17 -2.1387096069230e-15 -5.8426314889788e-18 +2.1313077411899e-15 -2.4638978582652e-17 -2.1784790751532e-15 -1.2077062182187e-17 +2.2742552924577e-15 
+9.7783220905409e-01 -3.2834673380200e-16 -9.7783220905409e-01 +4.2608518624647e-16 +9.7783220905409e-01 -1.8568950882229e-15 -9.7783220905409e-01 +1.0350906414145e-15 +9.7783220905409e-01 -3.1920992926961e-15 -9.7783220905408e-01 +1.5409040817631e-15 +9.7783220905409e-01 -1.4709474785077e-15 -9.7783220905409e-01 -1.2633738364164e-15 +9.7783220905409e-01 -1.3818562038115e-15 -9.7783220905409e-01 
+2.2053048021966e-15 +3.7601318740061e-17 -2.2310131718312e-15 +2.5975297479476e-17 +2.2151094679748e-15 -1.7918563621654e-17 -2.1363588999466e-15 +2.0145642388871e-17 +2.2232214052109e-15 -2.0215075497155e-17 -2.1803916426800e-15 -5.4119756043187e-18 +2.2050379769230e-15 -5.4938504632006e-18 -2.2887676755990e-15 +3.3874010541552e-17 +2.3179241745786e-15 +5.2355877688182e-18 -2.3123535780249e-15 
-9.7783220905409e-01 +2.6021097871030e-16 +9.7783220905409e-01 -3.4236999621828e-16 -9.7783220905409e-01 +1.7860132668948e-15 +9.7783220905409e-01 -8.3605036527906e-16 -9.7783220905409e-01 +2.9176455862168e-15 +9.7783220905409e-01 -1.2893326998942e-15 -9.7783220905409e-01 +1.2247053539219e-15 +9.7783220905409e-01 +1.4433511002813e-15 -9.7783220905409e-01 +1.1661258077062e-15 +9.7783220905409e-01 
-3.5965828111479e-16 +6.1389096696729e-18 +2.2095583548422e-16 -5.9342564044764e-18 -2.5502730424430e-16 -1.4623613942684e-17 +3.5020872556049e-16 +4.7433936169667e-17 -2.0192738228725e-16 -9.4099398392842e-19 +2.6802700268554e-16 -2.8073885116419e-17 -3.6593872265969e-16 +5.6892086621877e-17 +2.1007518418240e-16 -5.9146078309832e-18 -3.0146761973867e-16 +1.2399593918355e-17 +1.3818809504693e-16 
+9.7783220905409e-01 -3.0470491264884e-16 -9.7783220905409e-01 +3.8119976525819e-16 +9.7783220905409e-01 -1.8083157624295e-15 -9.7783220905409e-01 +8.4898332880779e-16 +9.7783220905409e-01 -2.9538050231350e-15 -9.7783220905409e-01 +1.3854794509585e-15 +9.7783220905409e-01 -1.2659633429490e-15 -9.7783220905409e-01 -1.4226692016307e-15 +9.7783220905409e-01 -1.2209524607018e-15 -9.7783220905409e-01 
-4.0488248646581e-13 -3.8672853073652e-17 +4.0480214391554e-13 +8.5484500247709e-17 -4.0486206225404e-13 -7.5719550806373e-17 +4.0460508647207e-13 +2.4833107290882e-17 -4.0477448627394e-13 -3.0522536742068e-17 +4.0478906173416e-13 +6.0990319419416e-17 -4.0487211029598e-13 -2.2493436389371e-17 +4.0488762782690e-13 +2.8965853128311e-17 -4.0481427914595e-13 -3.0471551589535e-17 +4.0494462588194e-13 
-9.7783220864663e-01 +2.7533377630775e-16 +9.7783220864663e-01 -3.7605924459879e-16 -9.7783220864663e-01 +1.7853742363234e-15 +9.7783220864663e-01 -8.9569647242007e-16 -9.7783220864663e-01 +3.0083358489887e-15 +9.7783220864663e-01 -1.3520177653543e-15 -9.7783220864663e-01 +1.2637244407043e-15 +9.7783220864663e-01 +1.4003964718875e-15 -9.7783220864663e-01 +1.2053895849766e-15 +9.7783220864663e-01 
-4.0582954418348e-07 +1.2939929299059e-17 +4.0582954413481e-07 +4.9091214157552e-17 -4.0582954416218e-07 -1.5808457991575e-17 +4.0582954416302e-07 +2.9020652654532e-17 -4.0582954408185e-07 -2.4542911904113e-17 +4.0582954403081e-07 -1.4471006222101e-17 -4.0582954406956e-07 -1.8674539180523e-18 +4.0582954415289e-07 +6.3193109510445e-17 -4.0582954418132e-07 -3.6068773761003e-17 +4.0582954392611e-07 
+9.7823641487398e-01 -2.7130672271292e-16 -9.7823641487398e-01 +4.1191235167611e-16 +9.7823641487398e-01 -1.8139495112375e-15 -9.7823641487398e-01 +8.8510177206997e-16 +9.7823641487398e-01 -3.0173273654196e-15 -9.7823641487398e-01 +1.3595537428778e-15 +9.7823641487398e-01 -1.2189511860161e-15 -9.7823641487398e-01 -1.4541191622136e-15 +9.7823641487398e-01 -1.2075996762155e-15 -9.7823641487398e-01 
-4.0258859077799e-01 +1.0817784193066e-16 +4.0258859077799e-01 -1.8076716504674e-16 -4.0258859077799e-01 +1.5137389951682e-17 +4.0258859077799e-01 -3.5805871815321e-16 -4.0258859077799e-01 +1.9827950996460e-15 +4.0258859077799e-01 +8.8931259544640e-16 -4.0258859077799e-01 -8.7063341614876e-16 +4.0258859077799e-01 +5.4322206253365e-16 -4.0258859077799e-01 +1.9758567427260e-15 +4.0258859077799e-01 
